Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Gift Card,Status
ne-nutrimix-nutrition-powder-strawberry,NutriMix Nutrition Powder Strawberry,"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00400.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/ne-nutrimix-nutrition-powder-strawberry/Nutrimix-Strawberry_e2buo6.jpg?tr=w-600,NutriMix Nutrition Powder Strawberry,FALSE,active
ne-nutrimix-nutrition-powder-vanilla,NutriMix Nutrition Powder Vanilla (350g),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00401.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/ne-nutrimix-nutrition-powder-vanilla/Nutrimix-Vanilla_lneira.jpg?tr=w-600,NutriMix Nutrition Powder Vanilla (350g),FALSE,active
core-nutrimix-nutrition-powder,NutriMix Nutrition Powder (350g),"🌾<b>6g of protein </b>per serving of Nutrimix, essential for kids aged 2-6 for healthy growth & development.<br><br>🥛 Can be had as morning milk or a yummy afternoon milkshake! <br><br>⬆️ Height growth with plant-based protein sources like <b>moong dal, peas & brown rice</b>.<br><br>🛡️Boosts immunity with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures healthy weight gain with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build strong bones and <b>DHA</b> (Omega3) for brain development.<br><br>🚫<b> No refined sugar or maltodextrin</b>. Naturally sweetened with <b>dates</b> and <b>jaggery</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00385.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder/chocolate_5vavcx.jpg?tr=w-600,NutriMix Nutrition Powder (350g),FALSE,active
nutrimix-no-sugar-350-pouch,Nutrimix Nutrition Powder No Sugar (350g),"🌾 <b>6g of protein per serving</b> of Nutrimix, essential for kids aged <b>2-6</b> for overall health and development.</br></br>🥛 Can be had as <b>morning milk</b> or a yummy <b>afternoon milkshake</b>!</br></br>⬆️ Healthy nutrition with <b>plant-based protein sources</b> like moong dal, peas and brown rice.</br></br>🛡️ Boosts immunity with <b>superfoods like ragi & bajra</b> and <b>23 vitamins & minerals</b>.</br></br>💪🏼 Ensures healthy development with the goodness of <b>almonds and walnuts</b>.</br></br>🦴 <b>Calcium</b> to help build strong bones and <b>DHA (Omega 3)</b> for healthy brain development.</br></br>🚫 <b>ZERO white sugar</b>. Naturally sweetened with <b>jaggery and dates</b>.</br></br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00027.B0_N,599.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-no-sugar-350-pouch/nutrimix-no-sugar-350-pouch_73zm2o.jpg?tr=w-600,Nutrimix Nutrition Powder No Sugar (350g),FALSE,active
playing-cards,Playing Cards for Kids,🏁 Here's some edutainment for your kid!<br><br>🍎 A fun guessing game with 25 cards about Fruits and Vegetables to boost your child's intellectual curiosity!<br><br>👭🏽 A perfect parent-child or sibling activity or 2 team activity.<br><br>2️⃣ Ideal for kids 2+ age.,Little Joys,others,"others, kids, little-joys",TRUE,Title,Default Title,MWLJGNP.00051.B0_N,299.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Guess.%20Set.%20Go%20-%20Fruits%20%26%20Veggies%20Edition_7ork9c.jpg?tr=w-600,Playing Cards for Kids,FALSE,active
ne-nutrimix-nutrition-powder,NutriMix Nutrition Powder (350g),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00396.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/ne-nutrimix-nutrition-powder/Nutrimix-Chocolate_959v11.jpg?tr=w-600,NutriMix Nutrition Powder (350g),FALSE,active
ne-nutrimix-nutrition-powder-350g-pouch,No Sugar NutriMix Nutrition Powder (350g),"🚫<b> ZERO white, brown </b>or any kind of processed sugar. <b>🌱 Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00397.B0_N,549.00,599.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-no-sugar-350-pouch/1.1_hfbjt7.jpg?tr=w-600,No Sugar NutriMix Nutrition Powder (350g),FALSE,active
ne-nutrimix-nutrition-powder-7,ProteinMix 7+ Nutrition Powder (300g),"🚫 <b>ZERO white sugar</b> makes Nutrimix the <b>cleanest</b> nutrition powder in the market for growing children. It is <b>naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>9g of Protein </b>per serving of Nutrimix essential for kids aged 7-12 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00402.B0_N,664.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7/Chocolate_pqxyrj.jpg?tr=w-600,ProteinMix 7+ Nutrition Powder (300g),FALSE,active
ne-nutrimix-nutrition-powder-700g-pouch,NutriMix Refill Pouch (700gm),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00398.B0_N,999.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-700g-pouch/NM%202%2B%20%28700g%20pouch%29_2yjgy4.jpg?tr=w-600,NutriMix Refill Pouch (700gm),FALSE,active
core-nutrimix-nutrition-powder-7,ProteinMix 7+ Nutrition Powder (300g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00391.B0_N,664.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7/7%2B%20years_6umf2j.jpg?tr=w-600,ProteinMix 7+ Nutrition Powder (300g),FALSE,active
core-proteinmix-strawberry,ProteinMix Nutrition Powder (Strawberry),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00392.B0_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/proteinmix-strawberry/strawberry%207%2B_jlt04h.png?tr=w-600,ProteinMix Nutrition Powder (Strawberry),FALSE,active
core-nutrimix-nutrition-powder-700g-pouch,NutriMix Refill Pouch (700gm),"⬆️ <b>Healthy height & weight growth</b> with plant proteins like moong dal, peas & brown rice. <br><br> 💪🏼 6g protein in one serving or 2 scoops of Nutrimix. <br><br>🛡️ Ragi and bajra <b>strengthen immunity. </b><br/><br/>🌱 Vitamins & seeds that boost <b>brain health, bone health & overall stamina.</b><br><br>🌴 <b>Naturally sweetened</b> with jaggery and dates <br/><br/>🚫 No white sugar <br><br><b>Contains ingredients that help :</b>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00387.B0_N,999.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-700g-pouch/NM%202%2B%20%28700g%20pouch%29_2yjgy4.jpg?tr=w-600,NutriMix Refill Pouch (700gm),FALSE,active
core-nutrimix-nutrition-powder-350g-pouch,No Sugar NutriMix Nutrition Powder (350g),"🚫<b> ZERO white, brown </b>or any kind of processed sugar. <b>🌱 Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00386.B0_N,549.00,599.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-no-sugar-350-pouch/1.1_hfbjt7.jpg?tr=w-600,No Sugar NutriMix Nutrition Powder (350g),FALSE,active
ne-proteinmix-700,ProteinMix Nutrition Powder (700g),"🚫 <b>ZERO white sugar</b> makes nutrimix  the <b>cleanest</b> nutrition powder in the market for growing children. It is <b>naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>9g of Protein </b>per serving of nutrimix, essential for kids aged 7-12 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00404.B0_N,1049.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/proteinmix-700/NM%207%2B%20%28700g%20pouch%29_kp2at4.jpg?tr=w-600,ProteinMix Nutrition Powder (700g),FALSE,active
core-nutrimix-300-pack-of-4,Nutrimix Chocolate (1kg),"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00388.B0_N,1399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-pack-3/Nutrimix%201kg%202%2B%20%282%29_kmvo7j.jpg?tr=w-600,Nutrimix Chocolate (1kg),FALSE,active
core-nutrimix-nutrition-powder-strawberry,NutriMix Nutrition Powder Strawberry,"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00389.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-strawberry/Strawberry_il3wcq.jpg?tr=w-600,NutriMix Nutrition Powder Strawberry,FALSE,active
ne-proteinmix-strawberry,ProteinMix Nutrition Powder (Strawberry),"🚫 <b>ZERO white sugar</b> makes proteinmix the <b>cleanest</b> nutrition powder in the market for growing children. It is <b>naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>9g of Protein </b>per serving of ProteinMix, essential for kids aged 7-12 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00403.B0_N,649.00,699.00,TRUE,TRUE,"https://i.mscwlns.co/media/misc/pdp/proteinmix-strawberry/Protein-Mix-Hero-image-strawberry-flavour_aw9byn.jpg?tr=w-500,c-at_max",ProteinMix Nutrition Powder (Strawberry),FALSE,active
core-proteinmix-700,ProteinMix Nutrition Powder (700g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00393.B0_N,1049.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/proteinmix-700/NM%207%2B%20%28700g%20pouch%29_kp2at4.jpg?tr=w-600,ProteinMix Nutrition Powder (700g),FALSE,active
core-nutrimix-nutrition-powder-vanilla,NutriMix Nutrition Powder Vanilla (350g),"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00390.B0_N,599.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-vanilla/Vanilla_8px5rb.jpg?tr=w-600,NutriMix Nutrition Powder Vanilla (350g),FALSE,active
multivitamin-gummies-2plus-30,Multivitamin Gummies (30N),"<b>For best results, use consistently for 3 months</b><br/><br/> 🍊 <b>11+ vitamins</b> for your little one's daily nutritional intake<br/><br/>🛡️ Contains <b>Vitamin C, Turmeric (Haldi), Vitamin B12 & Zinc</b> which are known to <b>boost immunity</b><br/><br/> 💪🏼 Supports <b>antibody production</b> and <b>strengthens the immune system</b> with Vitamin B9 and Vitamin D<br/><br/> 🚫 Contains <b>no added sugar</b><br/><br/><b>30 Gummies | 100% Safe | Paediatrician Recommended <br/><br/> <b>Contains ingredients that help : </b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00420.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies/MVG7%2B_WBG_5nli98.jpg?tr=w-600,Multivitamin Gummies (30N),FALSE,active
multivitamin-gummies-7plus-30,Multivitamin Gummies 7+ (30N),"<b>For best results, use consistently for 3 months</b><br/><br/><b>► For Ages 7-12</b><br/><br/> Immunity boosting gummies!<br/><br/>► Zero added sugar Multivitamin gummies with 11+ vitamins and minerals & 6 fruits and veggies.<br/><br/>► Contains turmeric (haldi), vitamin C for immunity.<br/><br/>► Bridges vitamin deficiencies and boosts overall wellbeing.<br/><br/>► Plant-based strawberry flavoured supplements.<br/><br/>► Perfect alternative for bitter vitamin syrups.<br/><br/><b>60 Gummies | No side effects | Paediatrician Recommended</b><br/><br/>

",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00421.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies-7/MVG7%2B_WBG_9y4hy9.jpg?tr=w-600,Multivitamin Gummies 7+ (30N),FALSE,active
calcium-gummies-strawberry,Calcium Gummies - Strawberry (30N),"Calcium is an important mineral for bones and teeth, and Vitamin D3 helps support better absorption of calcium in the body.</br></br>Little Joys Calcium Gummies are thoughtfully made to add calcium into a kids daily routine.</br></br>🦴 For <b>strong bones & teeth</b> in growing kids.</br></br>🥛 <b>1 gummy = Half a glass of milk</b>.</br></br>

😄 These <b>Calcium Gummies</b> have <b>no added sugar</b>.</br></br>🦷 Contains <b>Vitamin D3</b> for better absorption of calcium in the body.</br></br>🌱 Uses a <b>Prebiotic Fiber base</b>, which improves gut health.</br></br>🍓 Its tasty <b>strawberry flavour</b> makes it easier to consume than chalky tablets.</br></br>

✅No artificial colours, flavours, GMOs, and gelatin.</br></br><b>30 Gummies | 100% Safe</b></br></br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.</br></br><b>Contains ingredients that help:</b></br>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00380.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Calcium%20Gummies%20Strawberry%20%2830N%29%20%282%2B%29_a8j96x.jpg?tr=w-600,Calcium Gummies - Strawberry (30N),FALSE,active
multivitamin-gummies-elderberry,Multivitamin Gummies Elderberry (30N),"<b>For best results, use consistently for 3 months</b><br><br>🍇 Kid suffering from Cold? Cough? Fever? Elderberry's <b>anti viral properties</b> help your kid's immune system to fight all!<br/><br/>✅ <b>11+ vitamins & minerals</b> for your little one's <b>daily nutritional needs</b>.<br><br>🍎 Contains <b>7 real fruits & vegetables</b>! Fulfills any nutrition gaps in diet due to fussy or picky eating.<br/><br/>💪🏼 Supports <b>antibody production</b> and <b>strengthens the immune system</b> with Vitamin B9, Vitamin D & Vitamin A.<br/><br/>🚫 Contains <b>no added sugar</b> and <b>no artificial colours, flavours or preservatives</b>. Only the YUMMIEST, CLEANEST, HEALTHIEST gummy!<br><br><b>30 Gummies | 100% Safe | Paediatrician Recommended </b><br/><br/>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.<br/><br/><b>Contains ingredients that help : </b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00406.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Multivitamin%20Gummies%20Elderberry%20%2830N%29_a3h1gt.jpg?tr=w-600,Multivitamin Gummies Elderberry (30N),FALSE,active
nutrimix-nutrition-powder-vanilla-rc,Nutrimix Nutrition Powder Vanilla (350g),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00499.B0_N,599.00,649.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/ne-nutrimix-nutrition-powder-vanilla/Nutrimix-Vanilla_lneira.jpg?tr=w-600,Nutrimix Nutrition Powder Vanilla (350g),FALSE,active
dakshin-nutrimix-nutrition-powder,Nutrimix Nutrition Powder (350g),"<br>🌾 Made with <b> Ragi, Almonds, & Walnuts</b> – everything a mom would use.<br><br>
🚫<b> No artificial sugar</b>. Naturally sweetened with <b>jaggery</b>& <b>dates</b>.<br><br> 
👶 Ideal for<b> fussy eaters</b>.<br><br>  
✅ Only lab-tested kids' milk mix brand in the world. <br><br>   
👩🏻‍⚕️ Designed by pediatricians for <b>kids aged 2-6 years</b>.
<br><br>🔬 Clinically proven nutrients for<b> overall growth & development</b><br>
🛡️ Vitamin C for immunity<br>
🦴 Calcium & Vitamin D for bones<br>
🧠 DHA (Omega3) for brain health<br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00502.B0_N,599.00,649.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder/Nutrimiz_WBG_5gjc5h.jpg?tr=w-600,Nutrimix Nutrition Powder (350g),FALSE,active
dakshin-nutrimix-nutrition-powder-7,Nutrimix 7+ Nutrition Powder (350g),"🚫 <b>ZERO refined sugar</b> makes Nutrimix 7+ the <b>cleanest</b> nutrition powder in the market for growing children. It is <b>naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>🌾<b>9g of Protein </b>per serving of Nutrimix 7+, essential for <b> height growth & healthy gain</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>24+ vitamins & minerals.</b><br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00503.B0_N,664.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7/Chocolate_pqxyrj.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder (350g),FALSE,active
nutrimix-nutrition-powder-rc,NutriMix Nutrition Powder (350g),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00496.B0_N,599.00,649.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/ne-nutrimix-nutrition-powder/Nutrimix-Chocolate_959v11.jpg?tr=w-600,NutriMix Nutrition Powder (350g),FALSE,active
