Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Gift Card,Status
nutrimix-nutrition-powder-pack-3-rc,Nutrimix Chocolate (1kg),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00504.B0_N,1399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-pack-3-rc/Nutrimix%201kg%202%2B%20%282%29_eobwdi.jpg?tr=w-600,Nutrimix Chocolate (1kg),FALSE,active
nutrimix-nutrition-powder-700g-pouch-rc,Nutrimix Refill Pouch (700g Pouch),"⬆️ Designed <b>for healthy height & weight gain</b>.<br><br>🌾 100% natural ingredients like <b>Moong Dal, Almonds, Walnuts</b> and <b>Brown Rice</b>.<br><br>🚫<b> ZERO Refined Sugar</b>. Naturally sweetened with Jaggery & Date Powder.<br><br>💪🏼 <b>Boosts immunity</b> with superfoods like Ragi Millets and 24+ vitamins & minerals.<br><br>🦴 Calcium to build <b>strong bones</b> and DHA (Omega 3) for <b>brain development</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00505.B0_N,999.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-700g-pouch/NM%202%2B%20%28700g%20pouch%29_2yjgy4.jpg?tr=w-600,Nutrimix Refill Pouch (700g Pouch),FALSE,active
millet-pancake,Millet Pancake,"No fussy breakfast behavior with <b>Millet Pancake Mix!</b><br/><br/>💪 Millet-based pancakes with <b>8g protein</b> in kids' favorite chocolate flavor! <br/><br/>🥞 We bet the pancakes are not only tasty but filled with all <b>healthy ingredients</b> <br/><br/>🍯 Sweetened with <b>JAGGERY only, no white sugar or brown sugar</b> <br/><br/>❌ <b>No Maida | No Preservatives | No Artificial Flavour| No Refined Sugar </b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00481.B0_N,199.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/millet-pancake/Slide%201.1_2v686j.jpg?tr=w-600,Millet Pancake,FALSE,active
nm7-350g-pouch,NutriMix 7+ (350g Pouch),"The most nutrient packed milk mix in India for overall health & development, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00423.B0_N,649.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Nutrimix%207%2B%20Chocolate%20Refill%20Pouch%20%28350g%29_4vxrh8.jpg?tr=w-600,NutriMix 7+ (350g Pouch),FALSE,active
multivitamin-gummies-mothers,Multivitamin Gummies for Mothers (30N),"<span style='line-height: 1.5;'><span style='font-size: 20px; font-weight: 600;'> 🌸 Mom’s Daily Boost for Energy</span><br/><br/>Motherhood takes a lot out of you. These <b>Multivitamin Gummies</b> are crafted specially for mothers .</br></br>A simple, daily ritual to <b>fill nutrient gaps</b> and keep your energy, focus, and mood on track.<br/><br/><b>Here’s what’s inside</b><br/>✅ <b>Iron & B12 - </b> Supports all-day energy & fights fatigue<br/>✅ <b>Vitamin C & D3 - </b> Immunity & bone support<br/>✅ <b>Biotin - </b>For healthy hair & skin<br/>✅ <b>Chicory Root Fibre - </b> Gentle on digestion<br/>✅ <b>Zero added sugar </b>• 100% vegan • No preservatives <br/><br/><b>Loved by Moms 💛</b><br>Made to fuel your strength and lift your mood. Because when moms thrive, everyone thrives.<br/></br>Enjoy 1 gummy daily (post-meals), and feel the difference. ✨</span>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00480.B0_N,549.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies-mothers/Thumbnail%20Images%20Mom%20MVG_282xiv.png?tr=w-600,Multivitamin Gummies for Mothers (30N),FALSE,active
nutrimix-nutrition-powder-belgian-chocolate,Nutrimix Nutrition Powder Belgian Chocolate (350g),"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b>overall health and development.</b><br><br>⬆️<b>Healthy nutrition </b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy development</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00483.B0_N,599.00,649.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Nutrimix%20Belgian%20Chocolate%20Nutrition%20Powder%20%28350g%29%20%282%2B%29_8tn2pd.jpg?tr=w-600,Nutrimix Nutrition Powder Belgian Chocolate (350g),FALSE,active
calcium-gummies-strawberry-7,Calcium Gummies 7+ - Strawberry (30N),"Calcium is an important mineral for bones and teeth, and Vitamin D3 helps support better absorption of calcium in the body.</br></br>Little Joys Calcium Gummies are thoughtfully made to add calcium into a kids daily routine.</br></br>🦴 For <b>strong bones & teeth</b> in growing kids.</br></br>🥛 <b>1 gummy = Half a glass of milk</b>.</br></br>

😄 These <b>Calcium Gummies</b> have <b>no added sugar</b>.</br></br>🦷 Contains <b>Vitamin D3</b> for better absorption of calcium in the body.</br></br>🌱 Uses a <b>Prebiotic Fiber base</b>, which improves gut health.</br></br>🍓 Its tasty <b>strawberry flavour</b> makes it easier to consume than chalky tablets.</br></br>

✅No artificial colours, flavours, GMOs, and gelatin.</br></br><b>30 Gummies | 100% Safe</b></br></br><b>Contains ingredients that help:",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00550.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/calcium-gummies-strawberry-7/Calcium-Gummies-WBG%20%281%29_gjt9se.jpg?tr=w-600,Calcium Gummies 7+ - Strawberry (30N),FALSE,active
millet-chocos,Millet Choco Crunch - 250 g,"<b>✅ Fuss free breakfast</b> for kids is here!<br/><br/>🥣 <b>Millet Choco Crunch</b> - Start the day with a fun choco crunch! <br/><br/>🌾Healthiness of <b>multi-millets</b> in every bite. <br/><br/>❌ <b>No Refined Sugar</b> , only sweetened with Jaggery  <br/><br/><b>💪 Multigrain Energy</b> and Chocolatey<br/><br/>❌<b>No Maida | No Preservatives | No Refined Sugar  | No Artificial Flavours</b> ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00536.B0_N,299.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/millet-chocos/Millet%20Chocos_j0d2yj.jpg?tr=w-600,Millet Choco Crunch - 250 g,FALSE,active
chocolate-spread-750g,Chocolate Spread - 750 g,"🌰 Switch from sugary chocolate spreads to our <b>rich hazelnut and cocoa spread</b> for kids!<br/><br/>💯 Our spread is made with 100% natural ingredients like natural hazelnut paste <br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫<b>NO</b> preservatives, <b>NO</b> added chemicals, artificial colour and <b>NO</b> palm oil! <br/><br/><b>🤤 Moms and kids LOVE this new gooey, healthy alternative. Try it now!<br/><br/> A layer of oil on top? No worries! That’s just proof that we keep it real with no artificial mixers. Stir and serve!</b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00535.BO_N,899.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Chocolate%20Spread%20-%20750%20g_3anx01.jpg?tr=w-600,Chocolate Spread - 750 g,FALSE,active
peanut-butter-chocolate,Chocolate Peanut Butter - 500 g,"🥜 Made with <b>72% Peanuts </b> and healthy ingredients.<br/><br/>✅ <b>Sweetened with Jaggery </b>, we believe in NO REFINED SUGAR<br/><br/>🌴 <b>NO PALM OIL! </b> We know it's unhealthy and we keep away from it.<br/><br/>❌ Not made with, <b>Preservatives or any Refined Sugar</b><br/><br/><b>No Palm Oil| No Preservatives | No Refined Sugar  | No Artificial Flavours</b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00571.B0_N,399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Chocolate%20Peanut%20Butter%20-%20500%20g_ao9euh.jpg?tr=w-600,Chocolate Peanut Butter - 500 g,FALSE,active
macaroni-pasta,Macaroni Pasta ,"

🍝 Your regular pasta, now healthier!<br/><br/>🌟 Packed with <b>dietary fiber, Vitamin B, and protein </b>this pasta is like a treasure of nutrients <br/><br/>🎉A <b>multi millet blend</b> for your multi-talented kid! <br/><br/>🥳Every bowl of pasta is making sure your kid has tasty but healthy meals that have <b>No Maida, No Trans Fat, No Preservatives 🚫</b>

",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00560.B0_N,249.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Multi%20Millet%20Macaroni%20Pasta%20-%20400g_f8uc74.jpg?tr=w-600,Macaroni Pasta ,FALSE,active
chocolate-spread-brownie-350,Chocolate Spread Brownie - 350 g,"🌰 Switch from sugary chocolate spreads to our <b>healthy chocolate spread brownie</b> for kids! <br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫 <b>NO</b> preservatives, <b>NO</b> added chemicals , artificial colour and <b>NO</b> palm oil! <br/><br/><b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00561.B0_N,499.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Chocolate%20Spread%20%28Brownie%20Flavour%29%20-%20300g_j3cd5m.jpg?tr=w-600,Chocolate Spread Brownie - 350 g,FALSE,active
diwali-kit-3,Festive Bites for Kids,"This Festive Treats Box contains single pack of <b>Chocolate Hazelnut Spread, Multivitamin Chocolates, Millet Cookies, Dryfruit Powder, Millet Pancake Mix, Protein Milkshake</b><br/><br/>🌰 Switch from sugary treats to healthy treats <b>made with millets </b>for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids<br/><br/>🤤 Its time to make your kids diwali fun with <b>healthy habits</b><br/><br/>🚫 <b> NO Maida, No Palm Oil or any Preservatives or Chemicals</b> ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00592.B0_N,1299.00,1904.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/diwali-kit-3/Healthy-Festive-Treats-Box_661nhz.jpg?tr=w-600,Festive Bites for Kids,FALSE,active
diwali-kit-1,Diwali Delight Box,"This Diwali Delight Box contains single pack of <b>Multivitamin Chocolates & Millet Cookies</b><br/><br/>🌰 Switch from sugary chocolates to <b>Multivitamin chocolates </b>for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids<br/><br/>🙅🏻‍♀️ <b>NO MAIDA</b>, yes our cookies are purely made of millets!</b><br/><br/>🚫 <b> NO preservatives, chemicals, artificial colours </b>

 ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00590.B0_N,499.00,648.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/diwali-kit-1/Diwali-DElight-Box_et2hsv.jpg?tr=w-600,Diwali Delight Box,FALSE,active
diwali-kit-2,Healthy Festive Treats,"This Festive Treats Box contains single pack of <b>Chocolate Hazelnut Spread, Multivitamin Chocolates, Millet Cookies, Millet Pancake Mix, Protein Milkshake</b><br/><br/>🌰 Switch from sugary treats to healthy treats <b>made with millets </b>for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids<br/><br/>🤤 Its time to make your kids diwali fun with <b>healthy habits</b><br/><br/>🚫 <b> NO Maida, No Palm Oil or any Preservatives or Chemicals</b> ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00591.B0_N,999.00,1565.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/diwali-kit-2/Festive-Bites-Box_les6wu.jpg?tr=w-600,Healthy Festive Treats,FALSE,active
fruit-jam,Strawberry Honey Jam,"🍓 <b> Made with Whole Strawberries, 0% Added Sugar </b>– Enjoy the pure taste of ripe strawberries without any refined sugar.<br/><br/>✅ <b>Sweetened with FOS & Honey </b>– We believe in keeping it natural and delicious, with <b>no artificial sweeteners</b>.<br/><br/>❌ <b>No Preservatives, No Artificial Flavors </b>– Just real strawberries, bursting with flavor and nutrition.",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00548.B0_N,249.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/jam-glass/Strawberry%20Honey%20Jam%20Glass%20Jar%20copy_2v2sy1.jpg?tr=w-600,Strawberry Honey Jam,FALSE,active
nutrimix-nutrition-powder-7-hazelnut-chocolate,Nutrimix 7+ Nutrition Powder Hazelnut Chocolate (350g),"The most nutrient packed milk mix in India for overall health & development, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00529.B0_N,679.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-hazelnut-chocolate/nutrimix-nutrition-powder-7-hazelnut-chocolate_3e688f.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Hazelnut Chocolate (350g),FALSE,active
unsweetened-nutrimix-nutrition-powder,Unsweetened Nutrimix Nutrition Powder (200g),"• Absolutely No Added Sugar! Unsweetened version of our bestseller, Nutrimix.<br><br>
• <b> 6g of Protein</b> per serving. <br><br>
• Plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>
• Developed by pediatricians & nutritionists. <br><br>
• 23 vitamins & minerals & superfoods like <b>ragi, bajra, almonds & walnuts</b>. <br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00582.B0_N,449.00,499.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/unsweetened-nutrimix-nutrition-powder/1_j7r9nd.jpg?tr=w-600,Unsweetened Nutrimix Nutrition Powder (200g),FALSE,active
steel-glass,Steel Glass Merch ,"Unbreakable, kid-friendly steel glass – safe sips for little hands",Little Joys,others,"others, kids, little-joys",TRUE,Title,Default Title,MWLJGNP.00059.B0_N,149.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/steel-glass/steel-glass_1vbnbi.jpg?tr=w-600,Steel Glass Merch ,FALSE,active
nutrimix-nutrition-powder-7-kulfi-badam,Nutrimix 7+ Nutrition Powder Badam Kulfi (350g),"The most nutrient packed milk mix in India for overall health & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00530.B0_N,679.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-kulfi-badam/nutrimix-nutrition-powder-7-kulfi-badam_4df9j6.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Badam Kulfi (350g),FALSE,active
nutrimix-nutrition-powder-7-cookie-cream,Nutrimix 7+ Nutrition Powder Cookies & Cream (350g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00531.B0_N,679.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-cookie-cream/nutrimix-nutrition-powder-7-cookie-cream_cwc0p4.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Cookies & Cream (350g),FALSE,active
green-mug,Joy Cup,,Little Joys,others,"others, kids, little-joys",TRUE,Title,Default Title,MWLJGNP.00069.B0_N,249.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/green-mug/PDP%201_141n60.jpg?tr=w-600,Joy Cup,FALSE,active
aloe-shampoo-new,Aloe Vera Shampoo (200ml),"Aloe-Ha parent, we're here to make your kid's bathing time cry-free, fun, and refreshing!<br/><br/>Little Joys Aloe Vera Shampoo deep cleanses your baby's scalp without causing any damage to its pH. A balanced pH =  irritation-free scalp!<br/><br/>This gentle formula also contains natural Oat, Sitaphal, Shea Butter, Papaya, Coconut, and Honey Extract, which help deep condition hair, improve texture and boost hair health.<br/><br/>All this for an ALOE-some bathing time!",Little Joys,personal-care,"personal-care, kids, little-joys",TRUE,Title,Default Title,MWLJHYP.0006.B0_N,324.00,399.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Aloe%20Vera%20Shampoo%20%28250ml%29_jyp0ok.jpg?tr=w-600,Aloe Vera Shampoo (200ml),FALSE,active
brain-gummies-7-packof60,LJ Brain Gummies 7+ (60s),"► <b>For Ages 7+</b></br></br>

► Our <b>DHA Brain Gummies</b> boost memory, concentration and long term brain development!</br></br>

► Powered by <b>DHA & Choline</b> + with 8 nutrients and 4 delicious fruits and veggies.</br></br>

► <b>Bonus?</b> It has zero added sugar!</br></br>

<b>60 Gummies | 100% Safe | Pediatrician Recommended</b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00533.B0_N,849.00,1049.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/brain-gummies-7-packof60/brain-gummies-7-packof60_ld8bii.jpg?tr=w-600,LJ Brain Gummies 7+ (60s),FALSE,active
chocolate-spread-xp-1,Chocolate Hazelnut Spread (300g),"🌰 Switch from sugary chocolate spreads to our <b>rich hazelnut and cocoa spread</b> for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫 <b>NO</b> preservatives, <b>NO</b> added chemicals, artificial colour and <b>NO</b> palm oil! <br/><br/><b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00665.B0_N,459.00,499.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/chocolate-spread/Spread_7hnfi6.jpg?tr=w-600,Chocolate Hazelnut Spread (300g),FALSE,active
nutrimix-nutrition-powder-7-vanilla,Nutrimix 7+ Nutrition Powder Vanilla (350g),"🌟The most nutrient packed milk mix in India for overall health & development, made especially to fill nutritional gaps in kids aged 7-12 years.</br></br>

Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk.</br></br>

<b>Zero preservative & refined sugar</b> (like Maltodextrin). Naturally sweetened with <b>dates & jaggery</b>.</br></br>

Contains <b>5x more Vitamin D3</b> to help absorb more nutrients from milk.</br></br>

Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.</br></br>

Formulated by <b>nutritionists & pediatricians</b>.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00636.B0_N,679.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-vanilla/nutrimix-nutrition-powder-7-vanilla_900xdl.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Vanilla (350g),FALSE,active
chocolate-spread-xp-2,Chocolate Hazelnut Spread (300g),"🌰 Switch from sugary chocolate spreads to our <b>rich hazelnut and cocoa spread</b> for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫 <b>NO</b> preservatives, <b>NO</b> added chemicals, artificial colour and <b>NO</b> palm oil! <br/><br/><b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000694.B0_N,459.00,499.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/chocolate-spread/Spread_7hnfi6.jpg?tr=w-600,Chocolate Hazelnut Spread (300g),FALSE,active
multivitamin-gummies-llp,Multivitamin Multivitamin Gummies 2+ (30 Days Pack),"<b>For best results, use consistently for 3 months</b><br/><br/>✅ <b>12+ vitamins & minerals</b> for your little one's <b>daily nutritional needs</b>.<br><br>🍎 Contains <b>6 real fruits & vegetables</b>! Fulfills any nutrition gaps in diet due to fussy or picky eating.<br/><br/>🛡️ Contains <b>Vitamin C, Turmeric (Haldi), Vitamin B12 & Zinc</b> which are known to <b>boost immunity.</b><br/><br/>💪🏼 Supports <b>antibody production</b> and <b>strengthens the immune system</b> with Vitamin B9, Vitamin D & Vitamin A.<br/><br/>🚫 Contains <b>no added sugar</b> and <b>no artificial colours, flavours or preservatives</b>. Only the YUMMIEST, CLEANEST, HEALTHIEST gummy!<br><br><b>30 Gummies | 100% Safe | Paediatrician Recommended <br/><br/> <b>Contains ingredients that help : </b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000696.B0_N,549.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies/MVG7%2B_WBG_5nli98.jpg?tr=w-600,Multivitamin Multivitamin Gummies 2+ (30 Days Pack),FALSE,active
core-nutrimix-nutrition-powder-belgian-chocolate,Nutrimix Nutrition Powder Belgian Chocolate (350g),"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>. <br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (Omega 3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000710.B0_N,599.00,649.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-belgian-chocolate/Belgian%20chocolate_5wonjr.jpg?tr=w-600,Nutrimix Nutrition Powder Belgian Chocolate (350g),FALSE,active
core-nutrimix-nutrition-powder-7-vanilla,Nutrimix 7+ Nutrition Powder Vanilla (350g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000715.B0_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-vanilla/Nutrimix-Vanilla_c1wg1v.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Vanilla (350g),FALSE,active
core-nutrimix-nutrition-powder-7-kulfi-badam,Nutrimix 7+ Nutrition Powder Badam Kulfi (350g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000719.B0_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-kulfi-badam/1.1_gjpbqu.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Badam Kulfi (350g),FALSE,active
